latitude,longitude,status
52.7695065,-1.2058603920000004,delivering
52.769566899999994,-1.2057858400000003,delivering
52.769627299999996,-1.2057112880000003,delivering
52.76968769999999,-1.2056367360000004,delivering
52.769748099999994,-1.2055621840000004,delivering
52.769808499999996,-1.2054876320000003,delivering
52.76986889999999,-1.2054130800000002,delivering
52.769929299999994,-1.2053385280000004,delivering
52.769989699999996,-1.2052639760000003,delivering
52.77005009999999,-1.2051894240000003,delivering
52.770110499999994,-1.2051148720000002,delivering
52.7701709,-1.2050403200000004,delivering
52.77023129999999,-1.2049657680000003,delivering
52.770291699999994,-1.2048912160000003,delivering
52.7703521,-1.2048166640000002,delivering
52.77041249999999,-1.2047421120000004,delivering
52.770472899999994,-1.2046675600000003,delivering
52.77053329999999,-1.2045930080000002,delivering
52.77059369999999,-1.2045184560000002,delivering
52.770654099999994,-1.2044439040000003,delivering
52.77071449999999,-1.2043693520000003,delivering
52.77077489999999,-1.2042948000000002,delivering
52.77083858333333,-1.2043710833333334,delivering
52.77090226666666,-1.2044473666666669,delivering
52.77096594999999,-1.20452365,delivering
52.77102963333333,-1.2045999333333335,delivering
52.771093316666665,-1.2046762166666667,delivering
52.771156999999995,-1.2047525000000001,delivering
52.771220683333325,-1.2048287833333333,delivering
52.77128436666666,-1.2049050666666667,delivering
52.77134805,-1.20498135,delivering
52.77141173333333,-1.2050576333333332,delivering
52.77147541666667,-1.2051339166666666,delivering
52.7715391,-1.2052101999999998,delivering
52.771602783333336,-1.2052864833333332,delivering
52.771666466666666,-1.2053627666666664,delivering
52.771730149999996,-1.2054390499999998,delivering
52.771793833333334,-1.205515333333333,delivering
52.77185751666667,-1.2055916166666665,delivering
52.7719212,-1.2056678999999997,delivering
52.771963595,-1.2055606849999998,delivering
52.77200599,-1.2054534699999997,delivering
52.772048385,-1.2053462549999998,delivering
52.77209078,-1.20523904,delivering
52.772133175,-1.205131825,delivering
52.77217557,-1.20502461,delivering
52.772217964999996,-1.204917395,delivering
52.77226036,-1.2048101800000002,delivering
52.772302755,-1.204702965,delivering
52.77234514999999,-1.2045957500000002,delivering
52.772387544999994,-1.2044885350000003,delivering
52.772429939999995,-1.2043813200000002,delivering
52.772472334999996,-1.2042741050000003,delivering
52.77251473,-1.2041668900000004,delivering
52.77255712499999,-1.2040596750000003,delivering
52.77259951999999,-1.2039524600000004,delivering
52.772641914999994,-1.2038452450000006,delivering
52.77268430999999,-1.2037380300000007,delivering
52.77272670499999,-1.2036308150000006,delivering
52.77276909999999,-1.2035236000000007,delivering
52.7728148,-1.2034202000000003,delivering
52.77286681818182,-1.2033307181818185,delivering
52.77291883636364,-1.2032412363636367,delivering
52.772970854545456,-1.2031517545454549,delivering
52.773022872727275,-1.203062272727273,delivering
52.77307489090909,-1.2029727909090913,delivering
52.77312690909091,-1.2028833090909097,delivering
52.77317892727273,-1.2027938272727279,delivering
52.77323094545455,-1.202704345454546,delivering
52.77328296363637,-1.2026148636363643,delivering
52.77333498181819,-1.2025253818181825,delivering
52.77338700000001,-1.2024359000000007,delivering
52.773457900000004,-1.2023280000000005,delivering
52.773405025,-1.2022304500000007,delivering
52.773352149999994,-1.202132900000001,delivering
52.77329927499999,-1.2020353500000012,delivering
52.77324639999999,-1.2019378000000014,delivering
52.77331065714285,-1.201870742857144,delivering
52.77337491428571,-1.2018036857142869,delivering
52.77343917142857,-1.2017366285714295,delivering
52.77350342857143,-1.2016695714285721,delivering
52.77356768571429,-1.2016025142857147,delivering
52.77363194285715,-1.2015354571428576,delivering
52.77369620000001,-1.2014684000000002,delivering
52.773661566666675,-1.2013561500000003,delivering
52.77362693333334,-1.2012439000000004,delivering
52.773592300000004,-1.2011316500000007,delivering
52.77355766666667,-1.2010194000000007,delivering
52.77352303333333,-1.2009071500000008,delivering
52.7734884,-1.2007949000000009,delivering
52.7735536,-1.2007390428571436,delivering
52.7736188,-1.2006831857142863,delivering
52.773684,-1.200627328571429,delivering
52.773749200000005,-1.2005714714285716,delivering
52.773814400000006,-1.2005156142857143,delivering
52.77387960000001,-1.200459757142857,delivering
52.77394480000001,-1.2004038999999997,picking
52.77387960000001,-1.200459757142857,picking
52.773814400000006,-1.2005156142857143,picking
52.773749200000005,-1.2005714714285716,picking
52.773684,-1.200627328571429,picking
52.7736188,-1.2006831857142863,picking
52.7735536,-1.2007390428571436,picking
52.7734884,-1.2007949000000009,picking
52.77352303333333,-1.2009071500000008,picking
52.77355766666667,-1.2010194000000007,picking
52.773592300000004,-1.2011316500000007,picking
52.77362693333334,-1.2012439000000004,picking
52.773661566666675,-1.2013561500000003,picking
52.77369620000001,-1.2014684000000002,picking
52.77363194285715,-1.2015354571428576,picking
52.77356768571429,-1.2016025142857147,picking
52.77350342857143,-1.2016695714285721,picking
52.77343917142857,-1.2017366285714295,picking
52.77337491428571,-1.2018036857142869,picking
52.77331065714285,-1.201870742857144,picking
52.77324639999999,-1.2019378000000014,picking
52.77319502857142,-1.201842185714287,picking
52.77314365714285,-1.2017465714285727,picking
52.773092285714284,-1.2016509571428582,picking
52.77304091428571,-1.201555342857144,picking
52.77298954285714,-1.2014597285714295,picking
52.77293817142857,-1.2013641142857152,picking
52.7728868,-1.2012685000000007,picking
52.772835,-1.2011792000000008,picking
52.77278319999999,-1.2010899000000006,picking
52.77273139999999,-1.2010006000000004,picking
52.77267959999999,-1.2009113000000005,picking
52.772599433333326,-1.2009850333333336,picking
52.77251926666666,-1.2010587666666666,picking
52.7724391,-1.2011324999999997,picking
52.77237906,-1.2012177999999998,picking
52.77231902,-1.2013030999999996,picking
52.772258980000004,-1.2013883999999995,picking
52.77219894,-1.2014736999999995,picking
52.7721389,-1.2015589999999996,picking
52.77207886,-1.2016442999999994,picking
52.77201882,-1.2017295999999993,picking
52.771958780000006,-1.2018148999999994,picking
52.771898740000005,-1.2019001999999994,picking
52.7718387,-1.2019854999999993,picking
52.771776675,-1.2020498249999998,picking
52.77171465,-1.2021141500000003,picking
52.771652625,-1.2021784750000009,picking
52.771590599999996,-1.2022428000000014,picking
52.77151523636363,-1.2022438181818196,picking
52.77143987272727,-1.2022448363636375,picking
52.77136450909091,-1.2022458545454557,picking
